,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
2506,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,753.0,2016
2507,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovenia,705,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,896560.0,2016
2508,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Somalia,706,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,334.0,2016
2509,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,13397594.0,2016
2510,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Suriname,740,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,9.0,2016
2511,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Eswatini,748,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,40210.0,2016
2512,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,1280025.0,2016
2513,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,6652214.0,2016
2514,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,268264.0,2016
2515,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,3609198.0,2016
2516,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,6168673.0,2016
2517,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Egypt,818,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,5991910.0,2016
2518,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,5665184.0,2016
2519,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,1635332.0,2016
2520,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,64949301.0,2016
2521,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,1357835.0,2016
2522,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,1685.0,2016
2523,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,242295.0,2016
2524,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bangladesh,050,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,539.0,2016
2525,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,2425452.0,2016
2526,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Botswana,072,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,93.0,2016
2527,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,16985.0,2016
2528,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,14049.0,2016
2529,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,193505.0,2016
2530,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,560.0,2016
2531,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,11707823.0,2016
2532,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,922865.0,2016
2533,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Congo,178,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,64.0,2016
2534,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,207853.0,2016
2535,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,6414.0,2016
2536,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ecuador,218,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,8562.0,2016
2537,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,781.0,2016
2538,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,10608735.0,2016
2539,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,6809180.0,2016
2540,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,210632.0,2016
2541,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,666445.0,2016
2542,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,151589.0,2016
2543,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iceland,352,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,90676.0,2016
2544,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,741178.0,2016
2545,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,299283.0,2016
2546,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ireland,372,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,151827.0,2016
2547,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,8291761.0,2016
2548,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,2700805.0,2016
2549,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,70014.0,2016
2550,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,42932.0,2016
2551,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,6459.0,2016
2552,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,232.0,2016
2553,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lithuania,440,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,9186.0,2016
2554,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Luxembourg,442,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,1.0,2016
2555,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Madagascar,450,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,54449.0,2016
2556,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,60130.0,2016
2557,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malta,470,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,804.0,2016
2558,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mauritius,480,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,15617.0,2016
2559,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,153149.0,2016
2560,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,41679.0,2016
2561,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,870392.0,2016
2562,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Pakistan,586,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,4930.0,2016
2563,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Peru,604,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,5216.0,2016
2564,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Philippines,608,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,19200.0,2016
2565,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,619732.0,2016
2566,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,673636.0,2016
2567,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Qatar,634,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,6775.0,2016
2568,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,99854.0,2016
2569,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Saudi Arabia, Kingdom of",682,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,226041.0,2016
2570,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Singapore,702,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,92.0,2016
2571,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovak Republic,703,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,623002.0,2016
2572,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,374799.0,2016
2573,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovenia,705,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,9079.0,2016
2574,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,South Africa,710,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,10639.0,2016
2575,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,1347619.0,2016
2576,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,17174.0,2016
2577,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,392733.0,2016
2578,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Syrian Arab Republic,760,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,157.0,2016
2579,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,150339.0,2016
2580,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,8063.0,2016
2581,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,3235440.0,2016
2582,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,1.0,2016
2583,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Egypt,818,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,1313990.0,2016
2584,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,314727.0,2016
2585,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,336496.0,2016
2586,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Serbia,892,Annual,A,Miscellaneous manufactured articles,Harmonized System,HS,96,Tunisia,788,US$,USD,2019.0,2016
2587,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes",Harmonized System,HS,34,Tunisia,788,US$,USD,89968568.0,2016
2588,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes",Harmonized System,HS,34,Tunisia,788,US$,USD,252083.0,2016
2589,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes",Harmonized System,HS,34,Tunisia,788,US$,USD,898.0,2016
2590,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes",Harmonized System,HS,34,Tunisia,788,US$,USD,247216.0,2016
