,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
2397,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,8890952.0,2016
2398,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,93354.0,2016
2399,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,7160.0,2016
2400,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,85.0,2016
2401,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,6532419.0,2016
2402,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,20576.0,2016
2403,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,86418.0,2016
2404,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,93845.0,2016
2405,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Kyrgyz Republic,417,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,861226.0,2016
2406,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,53080.0,2016
2407,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mozambique,508,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,141043.0,2016
2408,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,2844.0,2016
2409,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,335205.0,2016
2410,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,92337.0,2016
2411,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,445.0,2016
2412,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,416541.0,2016
2413,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,146984.0,2016
2414,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Lead and articles thereof,Harmonized System,HS,78,Tunisia,788,US$,USD,7389.0,2016
2415,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,15153175.0,2016
2416,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,2192865.0,2016
2417,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,13838.0,2016
2418,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,166947.0,2016
2419,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,681801.0,2016
2420,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,1090645.0,2016
2421,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,27997.0,2016
2422,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,20.0,2016
2423,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,122.0,2016
2424,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,1886223.0,2016
2425,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,3917874.0,2016
2426,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,278.0,2016
2427,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Luxembourg,442,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,148744.0,2016
2428,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,2349336.0,2016
2429,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Namibia,516,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,1560615.0,2016
2430,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,6181.0,2016
2431,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Norway,578,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,11152.0,2016
2432,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Peru,604,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,90467.0,2016
2433,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,46278.0,2016
2434,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,116868.0,2016
2435,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovenia,705,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,178606.0,2016
2436,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,599589.0,2016
2437,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,3118.0,2016
2438,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,911.0,2016
2439,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,13295.0,2016
2440,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,46178.0,2016
2441,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Zinc and articles thereof,Harmonized System,HS,79,Tunisia,788,US$,USD,1639.0,2016
2442,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,6092264.0,2016
2443,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Bolivia, Plurinational State of",068,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,16835.0,2016
2444,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,45890.0,2016
2445,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,1770934.0,2016
2446,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,530709.0,2016
2447,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,79840.0,2016
2448,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,24549.0,2016
2449,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,2718564.0,2016
2450,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,702.0,2016
2451,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Luxembourg,442,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,1398.0,2016
2452,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,13835.0,2016
2453,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,6989.0,2016
2454,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,682.0,2016
2455,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,Tin and articles thereof,Harmonized System,HS,80,Tunisia,788,US$,USD,29826.0,2016
2456,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,144792560.0,2016
2457,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,454573.0,2016
2458,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Argentina,032,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,9587.0,2016
2459,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,11159.0,2016
2460,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,202030.0,2016
2461,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bangladesh,050,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,20083.0,2016
2462,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,1076841.0,2016
2463,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,600822.0,2016
2464,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,156219.0,2016
2465,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,46876.0,2016
2466,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,3314.0,2016
2467,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,2022731.0,2016
2468,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,41474.0,2016
2469,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,284333.0,2016
2470,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,121017.0,2016
2471,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,44864316.0,2016
2472,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,17712009.0,2016
2473,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,336611.0,2016
2474,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,38922.0,2016
2475,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,744979.0,2016
2476,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,196800.0,2016
2477,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,49409.0,2016
2478,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iran,364,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,4995.0,2016
2479,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iraq,368,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,283.0,2016
2480,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ireland,372,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,1393105.0,2016
2481,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,11014561.0,2016
2482,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Côte d'Ivoire,384,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,3077.0,2016
2483,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,59858.0,2016
2484,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,35412.0,2016
2485,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,38378.0,2016
2486,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Kuwait, the State of",414,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,8268.0,2016
2487,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,979988.0,2016
2488,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Luxembourg,442,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,158141.0,2016
2489,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Madagascar,450,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,7567.0,2016
2490,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,25.0,2016
2491,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malta,470,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,51383.0,2016
2492,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,11461.0,2016
2493,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,1508306.0,2016
2494,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Oman,512,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,11722.0,2016
2495,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,2590385.0,2016
2496,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Pakistan,586,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,39067.0,2016
2497,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Paraguay,600,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,15309.0,2016
2498,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Peru,604,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,23146.0,2016
2499,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Philippines,608,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,58541.0,2016
2500,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,7020047.0,2016
2501,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,145407.0,2016
2502,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,5113.0,2016
2503,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,121966.0,2016
2504,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Saudi Arabia, Kingdom of",682,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,3388400.0,2016
2505,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovak Republic,703,Annual,A,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Harmonized System,HS,33,Tunisia,788,US$,USD,986974.0,2016
