,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
2757,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Albania,008,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,74.0,2013
2758,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,86475.0,2013
2759,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,19258.0,2013
2760,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,13641512.0,2013
2761,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,80014381.0,2013
2762,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Bahrain, Kingdom of",048,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,6309.0,2013
2763,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bangladesh,050,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,5493.0,2013
2764,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,8780325.0,2013
2765,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bosnia and Herzegovina,070,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,10905182.0,2013
2766,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,19068895.0,2013
2767,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belize,084,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,18.0,2013
2768,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,10212.0,2013
2769,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Bahrain, Kingdom of",048,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,37806.0,2013
2770,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bangladesh,050,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,470.0,2013
2771,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,225212.0,2013
2772,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,8345.0,2013
2773,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belize,084,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,178.0,2013
2774,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,876.0,2013
2775,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,495537.0,2013
2776,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belarus,112,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,2638416.0,2013
2777,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,23485139.0,2013
2778,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,300324.0,2013
2779,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chile,152,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,1690326.0,2013
2780,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,87004785.0,2013
2781,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,1661408.0,2013
2782,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Colombia,170,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,488.0,2013
2783,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belarus,112,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,223856.0,2013
2784,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,263158.0,2013
2785,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,38078.0,2013
2786,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,11673046.0,2013
2787,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,97960.0,2013
2788,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Congo,178,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,44.0,2013
2789,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Democratic Republic of the Congo,180,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,15.0,2013
2790,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Croatia,191,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,4999.0,2013
2791,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,11465159.0,2013
2792,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,76263.0,2013
2793,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Dominica,212,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,1480.0,2013
2794,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ecuador,218,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,234477.0,2013
2795,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ethiopia,231,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,2840.0,2013
2796,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,49310968.0,2013
2797,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,400037.0,2013
2798,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Cyprus,196,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,19349.0,2013
2799,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,379.0,2013
2800,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Benin,204,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,75.0,2013
2801,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,19408.0,2013
2802,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Dominica,212,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,6554.0,2013
2803,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,26578.0,2013
2804,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,10604024.0,2013
2805,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,5771660.0,2013
2806,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,25806161.0,2013
2807,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Kuwait, the State of",414,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,192690.0,2013
2808,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,2453657.0,2013
2809,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Latvia,428,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,750.0,2013
2810,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lithuania,440,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,40903.0,2013
2811,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Luxembourg,442,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,2646.0,2013
2812,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,706880.0,2013
2813,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,10655189.0,2013
2814,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,2277670.0,2013
2815,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,217763.0,2013
2816,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,6758.0,2013
2817,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,1055383.0,2013
2818,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,40934.0,2013
2819,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iran,364,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,48.0,2013
2820,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malta,470,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,360797.0,2013
2821,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mauritius,480,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,8720.0,2013
2822,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,172290.0,2013
2823,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,2985438.0,2013
2824,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Oman,512,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,566232.0,2013
2825,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,9762393.0,2013
2826,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,New Zealand,554,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,36755.0,2013
2827,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Norway,578,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,14999995.0,2013
2828,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iraq,368,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,5065.0,2013
2829,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ireland,372,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,19687.0,2013
2830,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Israel,376,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,16450.0,2013
2831,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,2965500.0,2013
2832,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Côte d'Ivoire,384,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,77.0,2013
2833,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,149103.0,2013
2834,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,686606.0,2013
2835,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Pakistan,586,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,13518631.0,2013
2836,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Philippines,608,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,45005.0,2013
2837,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,20358516.0,2013
2838,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,52912671.0,2013
2839,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Qatar,634,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,62196.0,2013
2840,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,204044.0,2013
2841,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,70864844.0,2013
2842,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Saudi Arabia, Kingdom of",682,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Egypt,818,US$,USD,181447761.0,2013
2843,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Kenya,404,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,477.0,2013
2844,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,1233090.0,2013
2845,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Kuwait, the State of",414,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,117259.0,2013
2846,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,2196774.0,2013
2847,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,72247.0,2013
2848,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lithuania,440,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,6203.0,2013
2849,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Luxembourg,442,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,373.0,2013
2850,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,2673195.0,2013
2851,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malta,470,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,81.0,2013
2852,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,2422.0,2013
2853,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,75568.0,2013
2854,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Oman,512,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,10766.0,2013
2855,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Harmonized System,HS,49,Egypt,818,US$,USD,161598.0,2013
